Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Agg Entropy (bits)	Delta Time (s)	IQR BW (Hz)	Peak Freq Contour (Hz)	Center Freq (Hz)	Max Freq (Hz)	Unit Type	Contour	Description (Stimpert)	Description (Dunlop & Fournet)
82	Spectrogram 1	1	196.335702121	199.116691146	104.9	9443.4	218.8	1.635	2.781	31.2	250.0;250.0;218.8;218.8;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;218.8;250.0;250.0;218.8;250.0;250.0;250.0;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;125.0;218.8;218.8;218.8;218.8;218.8;125.0;125.0	218.8	218.8	L	1	series of grunts	purr
83	Spectrogram 1	1	201.408466383	203.484938188	82.4	12807.6	156.2	2.378	2.076	156.2	156.2;156.2;312.5;93.8;312.5;312.5;156.2;312.5;312.5;312.5;312.5;312.5;156.2;156.2;156.2;312.5;156.2;312.5;312.5;156.2;156.2;312.5;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;312.5;312.5;312.5;312.5;343.8;343.8;312.5;343.8;343.8;343.8;343.8;343.8;343.8;156.2;156.2;156.2;156.2;156.2;312.5;312.5;312.5;312.5;312.5;312.5;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;312.5;312.5;156.2;156.2;156.2;156.2;156.2;156.2;156.2;93.8;156.2;156.2;156.2;93.8;93.8;156.2	187.5	156.2	K	1	tone/moan	modulated moan
84	Spectrogram 1	1	205.735309210	210.629600190	104.9	4863.7	218.8	1.562	4.894	31.2	125.0;125.0;250.0;125.0;250.0;250.0;250.0;218.8;218.8;125.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;187.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;218.8;250.0;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;187.5;218.8;218.8;218.8;187.5;218.8;218.8;187.5;218.8;218.8;187.5;187.5;218.8;218.8;187.5;218.8;218.8;187.5;218.8;218.8;187.5;218.8;218.8;187.5;187.5;218.8;187.5;187.5;218.8;218.8;187.5;218.8;218.8;187.5;187.5;218.8;187.5;187.5;218.8;187.5;187.5;218.8;187.5;218.8;187.5;187.5;218.8;187.5;218.8;218.8;187.5;187.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;218.8;187.5;187.5;187.5;218.8;218.8;187.5;187.5;187.5;125.0;218.8;187.5;187.5;187.5;218.8;187.5;156.2;218.8;187.5;187.5;125.0;187.5;187.5;218.8;218.8;218.8;218.8	218.8	218.8	L	1	series of grunts	purr
85	Spectrogram 1	1	212.272175486	214.736800587	89.9	9160.7	343.8	2.441	2.465	187.5	343.8;343.8;312.5;343.8;312.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;156.2;156.2;187.5;187.5;156.2;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;156.2;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;343.8;187.5;343.8;187.5;343.8;343.8;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;343.8;343.8;343.8;343.8;343.8;156.2;156.2;156.2;343.8;343.8;343.8;343.8;343.8;156.2;156.2;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;312.5;343.8;343.8;343.8;312.5;343.8;343.8;375.0;343.8;375.0;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;156.2;343.8;343.8;343.8;343.8;343.8;343.8;93.8;343.8;93.8;93.8;93.8;93.8;93.8;93.8;187.5;93.8	187.5	343.8	K	1	tone w slight downsweep	descending moan
86	Spectrogram 1	1	218.095494500	220.612558433	52.4	11619.0	93.8	3.780	2.517	125.0	62.5;62.5;62.5;250.0;250.0;187.5;62.5;62.5;93.8;62.5;187.5;62.5;62.5;187.5;93.8;62.5;93.8;62.5;1125.0;93.8;93.8;93.8;93.8;93.8;62.5;62.5;93.8;62.5;62.5;62.5;62.5;62.5;62.5;62.5;93.8;93.8;93.8;93.8;62.5;62.5;93.8;125.0;62.5;93.8;93.8;62.5;93.8;93.8;93.8;93.8;62.5;62.5;62.5;62.5;62.5;62.5;62.5;218.8;62.5;62.5;125.0;125.0;62.5;62.5;62.5;93.8;62.5;93.8;62.5;62.5;93.8;62.5;93.8;187.5;93.8;62.5;62.5;93.8;62.5;62.5;62.5;62.5;93.8;187.5;93.8;187.5;93.8;93.8;62.5;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;62.5;62.5;93.8;93.8;62.5;93.8;62.5;93.8;62.5;62.5;62.5;93.8;62.5;156.2;62.5;62.5	93.8	93.8	M	1	series of grunts	grunts
87	Spectrogram 1	1	222.622713657	225.419451361	97.4	11936.1	343.8	2.592	2.797	187.5	343.8;343.8;343.8;187.5;375.0;156.2;187.5;187.5;375.0;187.5;343.8;343.8;343.8;343.8;343.8;343.8;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;187.5;187.5;187.5;187.5;187.5;343.8;343.8;343.8;343.8;187.5;343.8;343.8;343.8;343.8;343.8;187.5;187.5;343.8;343.8;343.8;156.2;156.2;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;375.0;343.8;343.8;125.0;343.8;593.8;343.8;125.0;156.2;343.8;343.8;343.8;343.8;343.8;375.0;343.8;375.0;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;250.0;531.2;125.0;343.8;250.0;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;187.5;125.0;343.8;343.8;125.0;156.2;125.0;125.0	343.8	343.8	K	1	tone w slight downsweep	descending moan
88	Spectrogram 1	1	229.377601503	231.073123735	636.7	9451.9	1437.5	5.803	1.696	625.0	1156.2;1156.2;687.5;1187.5;687.5;1187.5;687.5;687.5;718.8;1125.0;1125.0;718.8;1125.0;1218.8;1468.8;1187.5;1125.0;1218.8;1125.0;1125.0;1468.8;1156.2;1156.2;1406.2;1406.2;1406.2;1375.0;1250.0;1406.2;1375.0;1406.2;1375.0;1125.0;1437.5;1375.0;1375.0;1250.0;1437.5;1437.5;1375.0;1375.0;1406.2;1375.0;1406.2;1375.0;1375.0;1375.0;1406.2;1437.5;1437.5;1437.5;1437.5;1406.2;1968.8;1031.2;1406.2;1437.5;906.2;1406.2;968.8;1468.8;1468.8;1406.2;1468.8;1406.2;1437.5;1468.8;1437.5;1437.5;1468.8;1468.8;1437.5;1437.5;1437.5;1468.8;1437.5;1437.5;1375.0;1406.2;1406.2;1406.2;1437.5;1437.5;1343.8;1000.0;1312.5;1406.2;1406.2;1437.5;1031.2;1375.0;1468.8;1437.5;1437.5;1437.5;1437.5;1437.5;1312.5;1468.8;687.5;1312.5;687.5;1562.5;1187.5;1343.8;1000.0	1406.2	1437.5	M	1	grunts	grunts
89	Spectrogram 1	1	233.030840128	236.019853548	74.9	12731.4	343.8	2.531	2.989	187.5	187.5;125.0;343.8;93.8;93.8;343.8;343.8;343.8;156.2;343.8;343.8;343.8;343.8;343.8;312.5;312.5;312.5;343.8;343.8;343.8;343.8;343.8;343.8;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;156.2;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;343.8;343.8;343.8;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;343.8;343.8;343.8;156.2;156.2;156.2;343.8;343.8;343.8;156.2;156.2;156.2;156.2;343.8;343.8;343.8;343.8;343.8;156.2;156.2;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;156.2;343.8;343.8;343.8;343.8;343.8;156.2;343.8;343.8;343.8;343.8;343.8;343.8;312.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;375.0;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;93.8;93.8;156.2;93.8;343.8;343.8;343.8;156.2;156.2;343.8;343.8;93.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;125.0;312.5;93.8;125.0;93.8;343.8;93.8;343.8;343.8;93.8;125.0;218.8;343.8;93.8	187.5	343.8	K	1	tone w slight downsweep	descending moan
90	Spectrogram 1	1	239.575972646	241.219056046	37.5	6842.1	93.8	2.418	1.643	31.2	93.8;93.8;187.5;93.8;62.5;93.8;156.2;93.8;93.8;93.8;93.8;62.5;93.8;93.8;62.5;93.8;93.8;93.8;62.5;93.8;62.5;93.8;93.8;62.5;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;62.5;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;187.5;93.8;93.8;93.8;62.5;93.8;62.5;93.8;62.5;93.8;93.8;62.5;62.5;93.8;93.8;93.8	93.8	93.8	M	1	grunts	grunts
91	Spectrogram 1	1	243.687306097	246.553962243	127.3	11554.1	406.2	2.841	2.867	218.8	218.8;218.8;187.5;187.5;218.8;218.8;187.5;218.8;187.5;187.5;218.8;218.8;187.5;218.8;187.5;218.8;218.8;187.5;187.5;218.8;187.5;218.8;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;218.8;187.5;187.5;187.5;187.5;218.8;218.8;218.8;218.8;187.5;187.5;187.5;406.2;187.5;406.2;187.5;406.2;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;187.5;187.5;187.5;187.5;218.8;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;187.5;406.2;406.2;406.2;406.2;406.2;187.5;187.5;187.5;406.2;406.2;406.2;187.5;187.5;406.2;406.2;187.5;187.5;406.2;406.2;187.5;187.5;406.2;406.2;187.5;187.5;187.5;187.5;187.5;187.5;187.5;375.0;187.5;187.5;187.5;187.5;187.5;375.0;187.5;187.5;187.5;187.5;187.5;375.0;375.0;187.5;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;406.2;406.2;375.0;406.2;406.2;156.2;375.0;406.2;375.0;375.0;406.2;406.2;375.0;375.0;406.2;406.2;406.2;218.8;156.2	375.0	406.2	K	1	tone w slight downsweep	descending moan
92	Spectrogram 1	1	249.149718649	251.177353484	37.5	2734.1	125.0	2.663	2.028	125.0	125.0;62.5;125.0;93.8;125.0;93.8;62.5;93.8;125.0;187.5;62.5;93.8;62.5;125.0;125.0;125.0;156.2;93.8;125.0;62.5;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;250.0;125.0;125.0;250.0;250.0;125.0;250.0;125.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;250.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;62.5;125.0;62.5;125.0;125.0;93.8;125.0;125.0;125.0;62.5;62.5;62.5;312.5;62.5;218.8;62.5;93.8;125.0	156.2	125.0	N	1	moan	groan
93	Spectrogram 1	1	253.999133805	257.445352257	119.9	12455.5	218.8	2.438	3.446	31.2	156.2;125.0;125.0;125.0;406.2;406.2;125.0;125.0;125.0;187.5;218.8;437.5;437.5;125.0;156.2;125.0;437.5;218.8;218.8;218.8;437.5;437.5;437.5;437.5;437.5;218.8;406.2;437.5;437.5;218.8;437.5;218.8;218.8;437.5;437.5;437.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;406.2;437.5;406.2;406.2;437.5;437.5;218.8;437.5;437.5;437.5;437.5;406.2;437.5;406.2;406.2;406.2;406.2;406.2;437.5;406.2;406.2;406.2;437.5;406.2;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;187.5;218.8;437.5;218.8;437.5;406.2;437.5;437.5;437.5;406.2;406.2;437.5;437.5;218.8;406.2;437.5;125.0;406.2;406.2;406.2;406.2;187.5;406.2;125.0;125.0;406.2;406.2;406.2;406.2;218.8;156.2;437.5;156.2;125.0;125.0;156.2;156.2;125.0;437.5;437.5;406.2;156.2;437.5	218.8	218.8	K	1	tone w slight downsweep	descending moan
94	Spectrogram 1	1	259.604492185	261.103867883	47.1	2936.0	125.0	2.243	1.499	31.2	62.5;125.0;93.8;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;93.8;218.8;125.0;125.0;218.8;125.0;125.0;62.5;62.5;125.0;125.0;62.5;62.5;62.5;93.8	125.0	125.0	N	1	moan	groan
95	Spectrogram 1	1	264.450652346	267.818480837	141.4	13663.1	218.8	2.068	3.368	31.2	156.2;156.2;218.8;250.0;218.8;250.0;218.8;218.8;218.8;218.8;218.8;187.5;187.5;218.8;218.8;437.5;437.5;437.5;218.8;218.8;218.8;218.8;437.5;218.8;437.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;406.2;187.5;406.2;218.8;406.2;218.8;218.8;218.8;187.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;437.5;437.5;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;375.0;406.2;406.2;437.5;218.8;218.8;406.2;375.0;406.2;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;218.8;437.5;218.8;218.8;218.8;437.5;437.5;406.2;406.2;406.2;406.2;406.2;156.2;406.2;406.2;375.0;406.2;437.5;437.5;406.2;406.2;406.2;375.0;187.5;218.8;156.2;156.2;187.5;218.8	218.8	218.8	K	1	tone w slight downsweep	descending moan
96	Spectrogram 1	1	269.848404860	271.416982513	47.1	2942.8	125.0	2.402	1.569	31.2	125.0;62.5;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;156.2;125.0;125.0;156.2;156.2;156.2;156.2;156.2;156.2;156.2;125.0;125.0;125.0;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;156.2;125.0;125.0;125.0;125.0;125.0;156.2;125.0;125.0;125.0;125.0;62.5;125.0;62.5;125.0;125.0;125.0;125.0;125.0;125.0;62.5;62.5;250.0;62.5;62.5;62.5;62.5;281.2;281.2;281.2	156.2	125.0	N	1	moan	groan
97	Spectrogram 1	1	274.945202918	278.313031409	121.2	12293.4	218.8	1.834	3.368	0.0	218.8;125.0;218.8;437.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;187.5;218.8;218.8;218.8;218.8;187.5;406.2;437.5;437.5;437.5;406.2;437.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;437.5;406.2;437.5;406.2;437.5;437.5;375.0;406.2;218.8;406.2;406.2;437.5;375.0;125.0;406.2;437.5;125.0;125.0;437.5;437.5;437.5;437.5;437.5;125.0;437.5;437.5;437.5;125.0;437.5;125.0;437.5;125.0;125.0;437.5;437.5;406.2;437.5;437.5;437.5;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;218.8;406.2;125.0;187.5;125.0;406.2;125.0;218.8	218.8	218.8	K	1	slight downsweep	modulated cry
98	Spectrogram 1	1	280.257430954	281.826008607	33.7	1322.1	93.8	2.202	1.569	31.2	62.5;62.5;62.5;125.0;93.8;93.8;125.0;93.8;93.8;93.8;93.8;93.8;125.0;93.8;93.8;93.8;93.8;93.8;125.0;93.8;125.0;93.8;93.8;93.8;93.8;125.0;93.8;93.8;93.8;93.8;93.8;125.0;93.8;125.0;93.8;93.8;125.0;93.8;125.0;125.0;93.8;125.0;125.0;125.0;93.8;93.8;93.8;93.8;125.0;125.0;125.0;125.0;93.8;93.8;93.8;125.0;125.0;125.0;93.8;93.8;93.8;93.8;93.8;93.8;125.0;125.0;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;281.2;62.5;93.8;93.8;62.5;281.2;250.0;281.2;281.2;281.2;62.5;62.5;93.8;93.8;62.5;125.0	125.0	93.8	N	1	moan	groan
99	Spectrogram 1	1	285.118294971	288.693729329	121.4	13422.0	218.8	2.025	3.575	31.2	187.5;125.0;406.2;218.8;218.8;437.5;437.5;218.8;218.8;125.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;125.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;437.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;406.2;187.5;406.2;406.2;437.5;437.5;406.2;437.5;406.2;406.2;437.5;406.2;218.8;437.5;437.5;406.2;406.2;437.5;437.5;218.8;437.5;437.5;437.5;218.8;375.0;375.0;375.0;375.0;375.0;375.0;437.5;218.8;218.8;218.8;218.8;125.0;437.5;437.5;437.5;437.5;218.8;437.5;218.8;437.5;218.8;218.8;218.8;437.5;437.5;437.5;437.5;437.5;437.5;218.8;187.5;218.8;437.5;406.2;218.8;218.8;218.8;218.8;187.5;406.2;406.2;406.2	218.8	218.8	K	1	tone w slight downsweep	trill?
100	Spectrogram 1	1	290.423778211	292.107692457	54.0	2711.6	125.0	2.323	1.684	31.2	62.5;93.8;62.5;62.5;93.8;125.0;93.8;93.8;125.0;125.0;125.0;93.8;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;93.8;93.8;93.8;125.0;125.0;125.0;125.0;125.0;125.0;93.8;93.8;93.8;93.8;93.8;93.8;125.0;125.0;125.0;125.0;62.5;125.0;93.8;62.5;62.5;62.5;156.2;125.0;125.0;125.0;62.5	125.0	125.0	N	1	moan	groan
